,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
40,95.0712204,71.69021606,9.287255287,10.27066422,77.96102905,66.45989227,30.94556618,96.74301147,68.63994598,35.89043427,0,86.82447815,0,106.2395782,53.05137253,21.61496162,4.864756584
41,13.90122414,17.0044651,72.3533783,9.152537346,39.28341675,31.48009872,43.30032349,5.721163273,46.71311188,16.81376266,45.69935989,30.63998222,38.78083801,70.60119629,23.92471123,12.92888546,32.95344925
42,56.33395767,32.19441223,18.28664398,25.00043869,67.48777008,21.98513222,26.60400963,20.5588913,34.54283142,34.18963242,9.385895729,13.32104206,68.24545288,3.03280139,26.63323975,18.85386848,25.02553177
43,31.08938217,17.4173851,10.84547806,74.64911652,48.46966934,50.34672546,30.9452095,23.9197979,47.3367691,6.362143517,7.365159035,24.37757301,51.30025864,4.756187439,22.97268486,1.824700475,22.44583511
44,13.75310326,3.293069839,10.74625397,53.86243439,9.647703171,45.73136139,10.02423096,50.98074341,27.36957359,0,37.24757004,45.06795502,31.51953506,34.61519241,33.13404846,4.995822906,38.19609833
45,8.822627068,2.808861256,20.78798294,14.17030048,71.21235657,16.42567253,44.26065826,67.91929626,12.74118614,30.09904861,50.46842957,76.94823456,79.21525574,62.54198074,8.494875908,0,18.28551865
46,28.38667679,55.79430389,17.6913147,74.48298645,118.3485947,30.06649017,44.86024475,69.67751312,34.89035034,45.90011978,74.43089294,33.57500839,127.9421539,22.40634155,35.08904648,1.716280818,65.11193848
47,47.66067505,60.10593414,28.50179482,87.5660553,85.49693298,55.11574554,70.39009857,71.91358948,30.61360741,40.81577682,38.5831604,46.19448853,28.8860321,6.948867798,6.953579903,6.595459938,74.97094727
48,54.05223465,40.63033676,36.94363403,54.89305496,34.41546249,41.14556885,16.09898567,72.51170349,25.56864929,37.31681824,82.65119171,101.838295,0,53.30609512,8.737753868,0,58.54812241
49,19.57509995,25.43910789,99.06097412,37.76992035,70.76797485,26.83839607,3.706256628,37.88093185,19.57001686,79.41555786,86.43019867,95.77412415,36.31131363,69.25121307,46.06422043,8.790773392,58.80276871
50,53.04257202,75.15630341,91.39240265,28.18317604,86.78063965,59.22725677,18.61626053,19.23216057,0,59.59500504,50.36208344,23.85508728,77.33983612,48.5262146,36.37813187,22.46476746,69.16603088
51,81.23190308,99.23782349,94.49580383,65.1018219,25.49304962,41.04864502,46.85095596,21.17572212,7.625443459,10.02907753,19.26316071,29.1992569,50.84689713,21.87539864,3.46466136,11.09212112,6.457865715
52,59.65349579,63.11557007,67.39915466,47.68560791,35.58718872,74.46040344,0,55.2230835,28.1224041,0,0,63.20137405,0,91.32613373,50.93472672,11.0600462,0
53,33.71127701,29.93182564,84.00494385,0,75.63223267,56.94377899,26.81389046,27.45252037,6.432875633,3.58378768,29.13420868,36.68589783,101.017952,117.819725,33.38635254,17.35581779,20.77391243
54,34.17529678,140.5479889,52.05448914,53.78528976,77.1313858,29.55672455,70.0502243,87.79469299,39.03327942,42.79311752,17.13481903,0,123.1801834,54.94157028,58.58867264,26.87664604,32.32978439
55,86.41761017,82.78437805,36.30992508,18.67598343,50.93103027,65.02513885,81.81156158,105.6505051,50.49939728,24.51964951,0,44.72739792,8.53578186,75.25708008,27.32985878,43.7914505,20.21759987
56,32.50362396,18.94998169,40.72555161,50.52380371,57.60689926,45.47540665,44.74455643,40.03781891,83.3866272,6.300993443,57.66633224,76.9943924,41.26251221,89.72306061,46.28026962,0.717730522,3.05173707
57,0,27.98826981,60.78081512,50.10627747,63.75094223,67.79235077,30.96611023,57.18091583,41.49414825,50.04401398,23.85268784,17.08897018,57.27267456,51.13690948,68.37587738,45.45917892,80.51318359
58,82.0592041,31.00278091,13.60922909,12.31637192,39.70771027,53.34391403,61.96431351,39.17964935,60.86916351,23.23242378,42.58968353,32.64389038,72.87950897,43.03210068,0,6.692483902,36.94055557
59,30.96397018,45.13346863,62.85254669,88.2019577,38.19150543,14.4078207,44.22847366,55.43423462,78.32559967,25.96809769,42.74924469,43.07928467,37.23345184,15.06614685,69.46247864,31.36029053,27.43931961
60,60.46824265,0,30.84387398,4.377264977,41.16253281,92.71419525,2.676387548,44.6486969,31.20055199,53.82695389,17.60394096,80.21051025,30.46298599,67.74893188,36.49813843,32.96839142,81.29029846
61,54.8635788,91.39497375,114.58535,30.31733513,19.9922905,60.04121017,76.6013031,12.35727692,103.8180618,73.61338806,114.4436951,25.56399536,86.7572403,100.2496338,61.40252304,21.63715744,56.74932098
62,101.3538132,23.43001556,61.14448166,31.34441185,89.18386078,23.31177521,35.75402832,57.10147095,39.59281921,60.99505615,0,62.90933228,72.34928131,18.31994438,55.69539261,66.14388275,13.33436108
63,44.70443726,68.93488312,34.87475967,90.21154022,54.22241592,110.1847458,17.65414619,8.341188431,94.77401733,0,42.54811859,10.09385395,39.72483826,71.56692505,64.38116455,1.241249323,54.12839508
64,45.56684494,0,69.33905029,33.15278625,33.52046967,42.62877655,61.37589264,62.96718597,22.65785027,24.13428497,8.663079262,73.12928772,131.9480438,61.04623795,32.87690353,30.92004967,23.82759094
65,42.97890472,42.10642242,0,89.1140213,126.5892639,79.16573334,18.86324501,120.3464737,111.3109283,19.55500603,47.62859726,52.02444839,119.4901047,78.32001495,111.0739899,14.25879192,56.77860641
66,13.00982952,34.74760818,37.25045013,55.77550507,79.07953644,103.1293488,93.59901428,126.0228653,29.74819565,46.33576965,35.63327408,61.68898392,83.04151154,77.38140869,34.1836586,38.49571228,107.7353363
67,110.4958496,79.14500427,25.59000397,14.43577194,61.06250381,12.5526495,48.50022507,83.43226624,102.7145386,66.40513611,122.0839462,91.10211945,12.69132614,76.737854,33.0806427,18.09024429,70.06602478
68,44.9889679,0,85.67828369,34.26508331,104.702446,53.98487854,35.70303345,29.78373337,56.86097336,83.21424103,47.98429108,102.8330154,22.09122849,62.32137299,52.40124893,31.33345795,82.11141968
69,69.20560455,30.60812187,88.43439484,107.4908371,113.0699615,113.9889069,13.47628593,0,70.45658112,90.24452209,67.61399841,67.08174133,141.2350159,38.06541061,52.51876068,1.095593929,74.32763672
70,55.82841873,67.38021088,87.85623169,125.0294647,0,61.86006927,37.50697708,74.47436523,28.98660469,19.92454529,49.39100266,42.00485229,92.90621948,14.53819275,47.14834976,38.95373154,74.39675903
71,43.91302872,14.54717064,22.17641449,9.726197243,18.50194359,58.21028519,0,90.12007904,8.225534439,7.36068964,33.62906647,109.4326859,35.3669281,110.3728256,38.62732315,0.166752577,4.490366459
72,0,99.02527618,96.61845398,46.34784317,96.43622589,32.34283829,28.62152863,81.40396118,46.86191559,83.33031464,109.0971451,39.86855316,127.3545227,115.3436127,96.10006714,24.16869545,66.00083923
73,107.7963638,93.64237976,40.01430511,0,112.9173355,59.29430008,86.21707153,107.9482727,8.302030563,46.75121307,0,18.24522018,93.70746613,46.88299942,6.549163818,46.60850906,73.48278809
74,72.17865753,101.094574,48.03098297,63.26640701,37.9717598,49.77996826,65.54837799,37.23716736,97.44378662,8.532702446,52.27754211,30.79711533,0,59.60371017,29.94788742,3.565726519,0.935391426
75,39.28111649,0,60.75637054,40.30996704,58.49256134,49.41745758,2.36940074,38.22962189,24.57803345,20.12447548,0,66.81719208,0,46.52892685,46.89156723,40.79679871,33.36374283
76,50.26585388,63.38035583,68.31141663,5.306658268,16.38089752,96.34484863,0,0,55.90250015,38.10318375,79.12834167,15.77953815,87.96893311,111.3997955,57.419384,2.441019535,57.23266602
77,54.84232712,65.3697052,92.20651245,31.83549118,28.82061577,0,71.47446442,72.05553436,27.66050148,47.59509659,13.82366943,36.35413361,101.8207932,34.07120895,43.39318848,56.50605774,25.23278999
78,79.9905014,72.08682251,8.300398827,46.2468605,83.42151642,73.43305969,12.78740215,42.18129349,86.09923553,10.75978947,6.97345686,35.32254791,10.88301182,70.34573364,71.89595032,16.21845436,8.942895889
79,8.387178421,12.41506004,75.27375793,16.87035179,12.82991982,77.18979645,63.27157211,41.24058533,39.85134125,20.67744637,33.79782486,39.61240387,68.52038574,97.33480835,30.52180099,24.6749649,56.71677399
80,79.79870605,50.41922379,32.70703888,0,29.55484962,27.07618141,13.87231922,68.07958221,69.51041412,49.85984802,41.36143875,34.15005493,59.13738632,54.85963058,80.24302673,53.52991486,42.85521317
81,29.10332298,0,51.26705933,24.32461548,57.46986389,55.21504211,62.42578506,15.83405113,62.53367996,28.2767086,0,41.42438126,48.4692421,54.88250732,23.61414146,25.38625717,35.14385986
82,48.11484146,26.88884735,10.36326694,80.44988251,86.78723145,57.09403992,41.81425858,22.11138535,81.98300934,26.8861351,25.75063515,19.67349625,106.9356918,12.66891003,43.52904129,9.316380501,36.14933395
83,27.11306953,3.938439369,24.54685974,71.02446747,0,77.10601044,36.54210663,56.94915009,46.04111481,10.60500145,19.95028305,36.87520218,45.80544281,18.72210121,35.23521423,29.42595482,65.05615234
84,44.7182579,0,3.894704342,12.19145679,23.09675598,41.34596634,23.88322258,56.43901825,53.95217514,26.96267891,50.9848671,93.38530731,63.9618454,69.31916809,25.07169342,0,22.46547318
85,6.200040817,43.09059143,74.07740021,39.88725281,73.50979614,47.36252975,35.28636169,68.52326965,64.52449036,55.05508041,75.59220123,30.45130157,48.40030289,77.03607178,79.73786926,43.92829895,83.14814758
86,88.77338409,25.57520866,25.89513397,0,58.6095047,51.09798431,59.62685776,46.42102432,51.27083206,53.82817459,32.41621017,40.53665161,46.12422943,33.68693924,2.584900141,25.17453575,67.10974121
87,50.93942642,47.03567886,85.78781891,75.40242767,18.70475197,47.41112137,36.6997261,7.689503193,84.73017883,34.27595139,53.40584946,36.08053207,19.07377625,30.32204056,51.34644699,26.8693924,34.41539764
88,56.90055084,0,58.48355484,16.14608192,27.74051666,75.11022949,0,17.71442413,31.24967384,34.590168,6.898258209,72.86940765,27.86263275,50.73805618,44.2002449,34.04985046,58.96049881
89,37.24237442,77.58088684,92.88518524,31.82639694,1.235678554,77.52985382,25.1782608,0,72.40414429,54.13617706,67.70935822,14.74535465,101.7339096,99.32772064,70.95937347,17.29788971,33.22956467
90,73.49409485,31.69028854,74.91087341,14.07979393,42.23749161,26.67230606,49.12270355,50.98577118,21.1743927,7.23256588,0,22.44880486,87.95989227,48.20880508,49.10987854,58.48487473,21.32798767
91,52.98878098,66.91402435,5.104156494,47.82925034,46.70822906,77.85284424,45.84406662,39.18357468,116.4051743,2.79352355,18.42668724,30.61536026,45.77338791,77.8476181,52.35354614,0,0
92,17.11080551,0,53.82229233,30.38948059,20.4975605,56.19013214,51.31352615,68.08273315,35.74608231,0,15.62587261,27.70372963,62.55928802,62.71681595,50.70539856,53.69527435,58.66944122
93,61.05601501,32.74874115,0,0,45.75109482,51.25972748,36.13690186,64.036026,102.2818832,42.71587753,47.32886505,56.29918289,51.46907425,91.88272858,55.17769623,17.34999275,26.38623619
94,18.89315033,14.71399975,56.71131134,50.28487778,51.07845306,49.80833817,57.86568069,53.73648071,73.0801239,75.71368408,36.47407532,50.74324036,57.09849167,37.91703796,55.70112228,39.71002197,70.80300903
95,80.63717651,0,21.71047783,21.90206146,60.10230637,66.4732132,44.19527054,13.35788059,71.10757446,38.74060059,27.42541122,61.31484222,37.72463226,38.15114212,17.7896328,23.62558365,56.46768188
96,33.55163193,8.253073692,42.99541855,126.4233093,71.08452606,54.66007996,53.3394928,28.6547451,81.14989471,44.58511353,50.51786423,67.70990753,130.0263977,6.596452236,56.62970734,9.592323303,33.77149582
97,23.79188156,4.368904114,17.16367149,54.94367981,24.73212242,90.83834076,11.43332005,72.39022827,10.24974442,24.35435295,14.16163635,40.99886322,74.76180267,30.14409447,45.19984818,36.08992767,81.12611389
98,42.5764389,20.38282776,24.6492157,21.9104557,13.1294384,46.78259277,40.13605118,71.46096802,39.28739166,28.59072113,112.1783905,94.4535141,60.93424225,93.56218719,10.91014957,0,40.25872421
99,11.31986046,47.83802414,70.55491638,65.4311142,112.4147186,0,47.9935112,85.72835541,43.96908951,74.25404358,61.26980972,63.79576111,81.13935089,39.02348328,75.06269836,38.23078156,54.24170685
100,68.67172241,68.12432861,30.13427162,56.40869904,113.8944855,107.9497986,38.18215179,34.44589233,36.46105194,49.96123886,39.67106628,14.09186268,52.16394424,40.31935501,26.13528442,14.44780254,96.57855225
101,41.40096664,59.34781265,95.65287781,90.2416687,7.776684761,29.8306694,76.24546051,54.34960175,46.0673027,43.55833054,54.34218216,77.30146027,40.70053101,23.12398911,3.793855429,15.46178341,43.37116623
102,62.49409485,28.3327446,27.33607483,41.75760651,61.67869186,55.33147049,0,55.20175171,28.35358429,49.33950424,46.10396194,69.40462494,8.494304657,56.24129486,76.83494568,24.76039886,43.32780838
103,14.92181206,57.32547379,101.0554886,3.090683222,52.42857361,83.66374207,73.18067169,25.38147736,26.78585434,44.2402916,58.69506073,47.88834,89.89053345,126.7053528,1.220952272,0,51.97319031
104,126.4964142,120.2312927,71.08927917,49.79600143,63.75374985,3.303120613,39.10281372,69.31855774,39.32824707,45.20957947,56.31116104,17.04541397,125.7219772,11.22769737,65.26165771,53.58125687,37.68777084
105,42.24835968,53.54998016,54.79682159,54.21578217,76.91030884,83.11038971,68.08029938,44.38205338,42.35996628,2.857675791,0,55.22123337,0,78.02059174,12.09935284,8.48235321,1.887980461
106,34.86242294,39.10375214,29.59379196,35.20627594,4.204770088,40.42198181,0,17.86965179,43.22564697,10.66653919,60.36161041,28.44259262,50.73156738,57.29005814,52.53963089,4.316892624,13.60810757
107,11.33443069,10.1657753,42.84176636,13.3202858,64.12785339,26.10083199,47.51099014,64.34544373,1.382646203,31.15089989,0,42.51210022,77.94489288,45.03083801,21.39988136,26.54244423,18.7230587
108,66.69985199,66.23223114,0,75.61859894,115.4278488,42.39257813,33.17337799,58.36038589,61.86314392,26.69503784,56.79074097,32.67262268,117.2623367,28.52065086,32.21388626,0,36.96032333
109,13.45884991,19.55652618,44.59364319,92.95626831,74.98754883,33.47132492,93.18805695,79.4799118,24.23656464,27.72442245,20.11330795,68.31401062,82.05141449,3.624188185,0,2.646336794,43.94332504
110,67.42269897,72.33150482,0,92.44788361,102.257164,73.02514648,4.144944668,101.8299789,63.62778473,41.02336502,101.4791183,82.14543915,38.05891418,57.8029213,67.92691803,0,85.65673828
111,5.585326672,44.81445694,88.58950043,43.93793488,63.45690536,44.65381622,68.06797028,93.44695282,7.861599445,61.71596909,92.58137512,103.0279541,30.60029411,72.67281342,7.761454582,13.03110027,101.2323914
112,118.0568542,73.27869415,71.2379837,33.68105316,133.6036835,23.46260071,0,25.24182701,40.91870499,96.55015564,91.75146484,84.20998383,84.59415436,51.76688004,41.53570938,16.37808228,44.56331635
113,4.030187607,76.98275757,117.3479996,95.95877838,58.20146942,71.2767868,40.9721489,23.35353088,4.411124229,55.16726303,20.52576447,35.99189758,33.28179169,29.8474617,23.96892357,17.79129601,70.18058777
114,123.1950455,71.45380402,70.84957886,51.24892044,53.13486481,75.85808563,0,33.24331665,7.640007496,14.30542374,40.72727203,64.96881866,75.03987122,66.84327698,17.24297905,7.930502892,7.466176033
115,0,96.32325745,125.670433,71.44055939,13.38914394,46.78469086,40.17907715,71.1212616,23.19717979,15.81079578,79.94778442,51.98840332,71.47640991,108.4930344,61.67102814,8.736314774,30.53876686
116,76.64730072,66.05079651,41.38442993,0,103.276741,51.4089241,28.56877518,89.16439056,0,27.66684723,0,42.68927383,110.6667175,99.92397308,27.88526535,37.79018021,21.36839294
117,32.73901749,126.3508301,72.78135681,37.51036835,82.1246109,32.81333923,99.35659027,53.98724365,79.86317444,7.827363014,60.49783325,0,69.1728363,88.12994385,38.97896194,16.05131531,17.34191704
118,92.8239212,75.93372345,26.45049858,51.25736237,86.91384125,50.8609581,52.86706161,105.4299011,39.6530571,47.38782883,0,65.97422791,23.69144249,34.10789108,48.48927689,44.8756218,20.50797653
119,40.65671921,43.42482758,24.5896225,48.33963776,41.13139343,72.1457901,32.67382431,19.52251434,70.83341217,0.03660626,42.06868362,43.18964386,11.85429287,73.07884979,15.38024426,0,24.97147179
120,20.10342026,1.639109373,52.0344162,18.18600845,47.3164978,5.455775738,31.77054977,34.55174255,17.60545158,29.99753952,31.84382248,39.90836716,92.18347931,32.41532135,35.90043259,24.54752731,23.00094604
121,34.24697495,43.99119949,0,64.71929169,87.38854218,53.60926056,22.16688538,38.3441658,41.29855728,25.62438774,5.997802734,16.47081566,73.80555725,12.46212006,28.30155754,0,29.21304321
122,33.68342972,30.69808006,23.79417038,58.84246063,23.30121994,37.96511459,32.38946152,49.56901169,15.55000877,0,38.98592377,30.88307762,37.42295074,22.2616539,11.34490776,4.844774246,36.56300354
123,17.79642487,11.78065586,7.270228386,32.73740387,55.13049316,23.33002472,25.69901466,77.02767944,23.59424782,25.30412865,45.58177948,93.67063141,32.4143219,58.85515213,22.65218735,0,19.84892654
124,25.92834663,50.3719635,35.38577652,32.57496643,46.71015549,34.81121445,0,42.52041245,21.37005806,63.30477905,77.94290161,40.83413696,25.7428875,39.5397644,44.37388611,8.572696686,74.05970764
125,41.03435135,40.7048378,56.33815765,18.34238815,53.22542953,15.37071228,57.18793106,21.37653923,22.03252029,41.90729904,37.14354706,33.70485687,29.22220039,22.52202034,0,8.016793251,36.51534271
126,50.94686127,46.96782684,47.60178757,63.59819412,53.54184341,27.71638107,5.944439411,11.499403,21.69815636,30.1049633,27.94347572,30.84958076,32.79014587,1.657741904,25.51197815,7.324231148,17.62974167
127,14.81044197,29.0833149,54.36328125,43.54001617,9.219338417,59.46995163,0,17.9310379,0,20.93250084,3.124520779,33.87308884,14.83346748,30.27736855,9.779932022,3.471833467,33.75968552
128,34.98955154,54.92170715,54.91846848,13.84771919,0.03381148,37.78856277,7.543217182,28.38188744,18.87999344,14.57888603,61.21773148,29.25772667,53.93465805,69.37669373,34.475914,6.911757469,26.29026413
129,50.00656509,45.72117615,58.09533691,0,73.30222321,8.275965691,40.54308701,47.43695831,12.26232719,29.41895676,0,39.78426361,76.32669067,57.72833633,24.6819191,28.62798119,0
130,33.58725739,88.92663574,25.1334095,39.71948242,59.11624908,56.98265076,31.07436752,33.13484573,51.68554688,7.93061161,8.022703171,0,12.19325829,49.37389755,41.04328156,11.11667633,31.03793335
131,53.59929276,51.97372055,57.42586899,22.03651428,6.373958588,53.14063263,53.64146042,43.20497894,26.78029823,20.37145042,1.014896393,42.4612236,19.04474068,60.14144897,12.12658215,19.94542885,16.77183533
132,44.6349144,18.96632004,45.42076111,22.34980392,42.5716362,31.83511162,20.63681602,25.37436867,72.4043808,15.20582104,27.5514183,40.89125061,47.26786804,65.3620224,55.23493195,24.49596214,0
133,21.14213181,20.41302109,38.53191376,19.10282516,61.95902634,69.88182068,20.79470825,29.47050095,35.18738174,21.74218178,12.30481529,7.218031406,60.59388733,62.6407814,53.69339371,32.57766724,58.77604294
134,62.33095932,49.28688812,20.5736866,37.77098083,30.18190002,53.54296875,62.38176727,42.88802719,62.70212173,24.36328697,21.10239601,26.27296066,87.17041779,40.91415787,10.88865376,4.204733849,25.96066093
135,44.87218475,33.16667175,35.61631393,61.686203,36.63176346,44.28280258,21.76410294,73.35601807,73.78174591,1.336325288,33.55070877,28.12578773,14.8542366,43.58821106,88.02786255,45.02568436,36.0039711
136,44.60855865,0,30.21334457,4.508593559,65.05782318,80.71601105,53.16385651,77.46710205,48.46178436,48.43941498,37.78464127,116.7449265,68.67997742,98.87094879,13.93779945,15.16361237,58.5191803
137,32.62779999,71.91890717,67.5038147,67.6313324,50.05336761,37.70823669,45.54061127,58.67723465,72.92681122,66.50036621,82.79316711,18.97257233,83.30962372,44.20457077,72.81481171,35.10429382,70.78086853
138,77.7970047,23.41557693,27.61140251,20.11077118,42.45479584,62.94222641,36.87771225,55.94583511,29.49790192,53.80140305,0,57.5526886,0,28.55900574,19.98094177,29.97885323,52.74284744
