,0
0,77.37205825113685
1,291.0755532894195
2,231.3475402767771
3,122.86236159811355
4,75.7710576556342
5,-34.96468701727758
6,47.75983840832926
7,-209.92797104648776
8,203.19275936089088
9,808.2744009225356
10,116.10826149050617
11,694.7451708696559
12,21.098313380191712
13,-31.487385351254147
14,320.10878903986645
15,-205.0069465282943
16,356.44644089283884
17,-67.90053139580613
18,400.0136628438084
19,-12.854485058026157
20,17.722302883526325
21,-3918.48241770003
22,-4126.330370787831
23,-235.96032020126876
24,93.2670856997646
25,-122.30104173679948
26,161.46476139517253
27,330.94073760102157
28,295.970309963761
29,-270.82923886255276
30,622.2860877786885
31,193.08777026453632
32,83.95879835753763
33,170.89541054263628
34,100.91039235496747
35,657.1439069290966
36,-1496.0999042401452
37,-2237.919920315733
38,642.9340045837038
39,55.403279638562985
40,263.1539072666623
41,-241.32439054606948
42,350.5869690682787
43,473.50592002002713
44,-3.381617005293492
45,56.529605230133924
46,-2127.1437265444606
47,13528.24096036488
48,5697.387230731419
49,-3657.5441385016297
50,-4600.456383761582
51,15760.860250600444
52,-816.8037759595684
53,2182.7731447641468
54,-23570.773855345455
55,2236.0275344478155
56,-5146.904291390997
57,-5360.070532621024
58,-2928.7600836467545
59,-4299.737375964418
60,-6549.3205031207
61,2208.725734151899
62,2930.596801327833
63,-520.0591626867646
64,-1385.5755516538425
65,814.6745566539731
66,-2995.390731581042
67,538.263180704388
68,-2252.738992156188
69,-2263.6827453329365
70,-16027.748311152349
71,464.6318944091602
72,-1717.381189786072
73,320.816876883957
74,-970.8313236671602
75,-844.099114144892
76,-519.0888284289074
77,-1598.9594377454466
78,-41.67435423714136
79,-614.4720680502585
80,-598.726958959858
81,-1258.7060850696714
82,-306.36686820269006
83,-2624.377884599961
84,234.29453376393778
85,919.8971709423473
86,1127.7212368019223
87,1447.9941624392325
88,2204.9891867483907
89,-226.946146864745
90,-128.79334967357408
91,267.69693903404965
92,25.797435372367488
93,168.11333553295867
94,-801.82710979024
95,148.0378156242105
96,373.26553984275495
97,-302.09016147515433
98,7.422628676524823
99,596.3379429219829
100,-155.19578693774312
101,-348.4779961163758
102,116.29034883399527
103,-286.1056117208011
104,177.54228918976634
105,248.64887730696043
106,-514.8606444925914
107,212.5118761671117
108,1307.7150614462626
109,941.0865544471588
110,158.03862977431749
111,-300.092034284131
112,185.97459103453616
113,31.29462774504745
114,455.0581577083503
115,-49.15675204607027
116,-211.7008891650803
117,120.15675956544268
118,263.689530965432
119,249.9911362672454
120,255.75560561575216
121,13.14846814917378
122,1491.2187465705251
123,-246.9011222418605
124,222.70690593281734
125,-455.6917143659098
126,-9026.65252275074
127,-1530.4241701385986
128,-267.84429222330215
129,1455.3606448893727
130,-425.49884238806703
131,7666.579383497
132,416.010331883299
133,30.098826270106017
134,5225.276285570747
135,278.8238810092945
136,-45.236645385582506
137,-65.00147197387105
138,607.0405367287615
139,1311.444911435357
140,3354.590083490938
141,616.0692445654845
142,591.4133439435903
143,-3963.299098980154
144,341.384752178898
145,986.4242508368386
146,333.3019403354667
147,-195.0822257955819
148,172.9461079436647
149,345.03185093350817
150,-432.054126482181
151,46.04703035392832
152,285.4589909583402
153,-28.149356209976048
154,337.46031039885156
155,131.62387274393825
156,59.39616081547679
157,35.97248110954473
158,-642.1244011960159
159,124.06899854821823
160,27.699616636582206
161,-57.25070807995999
162,140.06804310732502
163,279.94881830134455
164,-142.21236614351324
165,-27.66878987246156
166,-393.83680644904587
167,248.49948283040112
168,288.591105096608
169,-432.57639556260824
170,328.8835281197892
171,462.4327439614105
172,923.2931196596363
173,141.26341542483402
174,-35.631462519345064
175,220.43142776310162
176,169.50033961889088
177,-2602.429693990019
178,187.68058558505936
179,-43.35271557541617
180,116.89864011956287
181,-25.128892876716264
182,125.63631572450359
183,262.652374012412
184,-19.36443419830327
185,223.26421857232475
186,-40.43935228356068
187,-87.14838672793289
188,226.6397692997312
189,-83.06810777302496
190,453.8049861048828
191,-604.4661949978602
192,14.803688517581747
193,101.9381773956002
194,190.03525179589448
195,166.9896625186575
196,-69.95156767552953
197,630.5415080630198
198,96.38598834887752
199,-130.63340774913604
200,271.9625429109576
201,204.26800366395491
202,220.80947224114072
203,1000.3037108600495
204,-77.99089182027922
205,602.3082324524569
206,-196.02141966256494
207,234.7299195564949
208,3072.7908224918197
209,-204.48983124768267
210,-45.13303332815005
211,-155.64804563509873
212,-10.48060912327746
213,64.65045493342839
214,-237.51746182664118
215,-416.1424058432185
216,191.75826704708328
217,5.409523312045295
218,155.120506600162
219,3141.4724147214097
220,-449.7281440392517
221,438.95074952017256
222,158.58929063370735
223,420.5901311739975
224,-534.987540248243
225,317.51822441310344
226,-196.61355508221192
227,615.7176715953526
228,223.17154376284577
229,174.6329773634585
230,368.93203455304473
231,-6.8104679674388535
232,1215.6711388897588
233,210.13150164827772
234,308.7532395009506
235,82.82101593644111
236,973.0588188906378
237,-3.2357297264059497
238,-95.91904958074886
239,-775.5065962526838
240,23.86868890737584
241,327.2015200909991
242,-38.959066499959675
243,30.95044845427337
244,186.73483374990462
245,-11.264697960372146
246,24.50753815525887
247,183.40876187728512
248,93.8420364005534
249,246.0507357514175
250,352.5065258464405
251,142.18733490051767
252,45.74414631661473
253,194.41482672605594
254,198.52506131006498
255,31.89762195863304
256,236.15741171424196
257,-133.44926298475198
258,209.55792260668167
259,-1700.2466421549395
260,-182.427237910004
261,646.2192484304935
262,11.988649286620799
263,172.86640611377914
264,133.95358912510986
265,4218.728999552054
266,-143.35476600775542
267,189.90051569685636
