,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,0.0,0.0,0.0,0.0,2.9313809871673584,0.0,0.0,2.6538009643554688,0.0,1.8939400911331177,0.0,0.0,2.16703462600708,0.38832512497901917,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.008930608630180359,0.0,2.967803955078125,0.0,0.0,2.7053022384643555,0.0,1.9711384773254395,0.0,0.0,2.218130350112915,0.3671633005142212,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,2.9936559200286865,0.0,0.0,2.720024347305298,0.0,1.9976173639297485,0.0,0.0,2.253718852996826,0.40681108832359314,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,3.059530258178711,0.0,0.0,2.7485506534576416,0.0,2.0175015926361084,0.0,0.0,2.277691602706909,0.446501761674881,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,3.080069065093994,0.0,0.0,2.7688424587249756,0.0,2.0779337882995605,0.0,0.0,2.3242955207824707,0.45260655879974365,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,3.036421537399292,0.0,0.0,2.7439515590667725,0.0,2.075300693511963,0.0,0.0,2.3354859352111816,0.4240725636482239,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.029107682406902313,0.0,3.117748260498047,0.0,0.0,2.832282543182373,0.0,2.082437753677368,0.0,0.0,2.3630411624908447,0.3461707532405853,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.05994027853012085,0.0,3.1396982669830322,0.0,0.0,2.8785629272460938,0.0,2.1062161922454834,0.0,0.0,2.3955652713775635,0.25290200114250183,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.10929937660694122,0.0,3.128021240234375,0.0,0.0,2.9801785945892334,0.0,2.0811376571655273,0.0,0.0,2.3514888286590576,0.16658592224121094,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.1832200586795807,0.0,3.1239118576049805,0.0,0.0,3.0155386924743652,0.0,2.0591814517974854,0.0,0.0,2.318047046661377,0.045852821320295334,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.2232150137424469,0.0,3.1841559410095215,0.0,0.0,3.0304009914398193,0.0,2.0456082820892334,0.0,0.0,2.3348631858825684,0.0,0.0,0.0,0.0,0.0,0.0
